,brands,prices,sale,tier
3062,Tissot,795.0,675.75,0 0 1
3063,Gu de,818.0,,0 0 1
3064,Rick Owens,840.0,840.0,0 0 1
3065,Nicholas Kirkwood,895.0,447.0,0 0 1
3066,Fendi,850.0,,0 0 1
3067,Jimmy Choo,850.0,680.0,0 0 1
3068,Junya Watanabe,845.0,423.0,0 0 1
3069,Versace,795.0,,0 0 1
3070,Veronica Beard,895.0,,0 0 1
3071,Maison Margiela,895.0,770.0,0 0 1
3072,Haider Ackermann,870.0,631.0,0 0 1
3073,Etro,860.0,516.0,0 0 1
3074,Gucci,950.0,950.0,0 0 1
3075,Kith,790.0,,0 0 1
3076,Tabitha Simmons,825.0,825.0,0 0 1
3077,Miu Miu,850.0,850.0,0 0 1
3078,Akris,895.0,895.0,0 0 1
3079,ALANUI,810.0,405.0,0 0 1
3080,Kiton,895.0,,0 0 1
3081,Gucci,780.0,780.0,0 0 1
3082,Stella McCartney,795.0,,0 0 1
3083,Prada,950.0,950.0,0 0 1
3084,Balenciaga,895.0,895.0,0 0 1
3085,Louis Vuitton,908.0,,0 0 1
3086,Gucci,820.0,820.0,0 0 1
3087,Gucci,790.0,790.0,0 0 1
3088,Bloomingdale's,930.0,697.5,0 0 1
3089,VALENTINO,795.0,,0 0 1
3090,Alexander McQueen,860.0,516.0,0 0 1
3091,Dolce & Gabbana,795.0,795.0,0 0 1
3092,Jil Sander,860.0,860.0,0 0 1
3093,Louis Vuitton,855.0,,0 0 1
3094,Miu Miu,840.0,840.0,0 0 1
3095,Alberta Ferretti,850.0,510.0,0 0 1
3096,Etro,900.0,630.0,0 0 1
3097,Giuseppe Zanotti,850.0,595.0,0 0 1
3098,Bottega Veneta,860.0,860.0,0 0 1
3099,Prada,780.0,,0 0 1
3100,Miu Miu,790.0,,0 0 1
3101,Versace,795.0,398.0,0 0 1
3102,Jil Sander,890.0,623.0,0 0 1
3103,Canada Goose,918.0,918.0,0 0 1
3104,paco rabanne,880.0,308.0,0 0 1
3105,Peserico,853.0,768.0,0 0 1
3106,Jimmy Choo,850.0,425.0,0 0 1
3107,Jil Sander,839.0,671.0,0 0 1
3108,ISABEL MARANT,840.0,,0 0 1
3109,MM6 Maison Margiela,880.0,880.0,0 0 1
3110,Bearbrick,799.0,,0 0 1
3111,Gentry Portofino,929.0,697.0,0 0 1
3112,Gucci,800.0,,0 0 1
3113,Chloé,839.0,587.0,0 0 1
3114,Versace,795.0,795.0,0 0 1
3115,EF COLLECTION,895.0,,0 0 1
3116,Amina Muaddi,846.0,762.0,0 0 1
3117,BAPE,850.0,,0 0 1
3118,Burberry,820.0,820.0,0 0 1
3119,noir kei ninomiya,880.0,880.0,0 0 1
3120,Etro,940.0,564.0,0 0 1
3121,MM6 Maison Martin Margiela,803.0,321.2,0 0 1
3122,Bottega Veneta,830.0,830.0,0 0 1
3123,Bony Levy,895.0,895.0,0 0 1
3124,Prada,950.0,950.0,0 0 1
3125,Nourison,799.0,,0 0 1
3126,Marina Rinaldi,825.0,825.0,0 0 1
3127,Proenza Schouler,945.0,851.0,0 0 1
3128,Alexander Wang,795.0,795.0,0 0 1
3129,Bloomingdale's,930.0,418.5,0 0 1
3130,CUSHNIE,795.0,795.0,0 0 1
3131,Comme des Garcons Homme Plus,775.0,775.0,0 0 1
3132,Brunello Cucinelli,845.0,845.0,0 0 1
3133,Prada,920.0,450.0,0 0 1
3134,Tabitha Simmons,795.0,,0 0 1
3135,Bottega Veneta,890.0,,0 0 1
3136,Rosie Assoulin,795.0,795.0,0 0 1
3137,Maria Tash,840.0,840.0,0 0 1
3138,Cornelian Taurus By Daisuke Iwanaga,795.0,477.0,0 0 1
3139,The Row,790.0,,0 0 1
3140,Saint Laurent,850.0,850.0,0 0 1
3141,Giuseppe Zanotti,930.0,651.0,0 0 1
3142,Lost Daze,850.0,425.0,0 0 1
3143,Emporio Armani,796.0,717.0,0 0 1
3144,Kiton,912.0,730.0,0 0 1
3145,Balenciaga,850.0,850.0,0 0 1
3146,Saint Laurent,845.0,,0 0 1
3147,Bottega Veneta,790.0,,0 0 1
3148,Aztech Mountain,850.0,850.0,0 0 1
3149,Casadei,780.0,390.0,0 0 1
3150,Prada,780.0,780.0,0 0 1
3151,Versace,825.0,825.0,0 0 1
3152,MARC JACOBS,850.0,,0 0 1
3153,MISSONIHOME,780.0,,0 0 1
3154,Gucci,790.0,790.0,0 0 1
3155,Dalyn Rug Company,799.0,599.25,0 0 1
3156,Jimmy Choo,895.0,448.0,0 0 1
3157,Forzieri,912.0,,0 0 1
3158,Salvatore Ferragamo,873.0,611.0,0 0 1
3159,adidas,950.0,,0 0 1
3160,Sparrow & Wren,815.0,611.25,0 0 1
3161,Marchesa Notte,895.0,448.0,0 0 1
3162,Herno,855.0,855.0,0 0 1
3163,Giuseppe Zanotti,795.0,,0 0 1
3164,Michelle Mason,897.0,897.0,0 0 1
3165,Linda Farrow,836.0,836.0,0 0 1
3166,Balenciaga,780.0,,0 0 1
3167,Miu Miu,830.0,415.0,0 0 1
3168,Burberry,900.0,,0 0 1
3169,Proenza Schouler,945.0,851.0,0 0 1
3170,Lela Rose,790.0,,0 0 1
3171,Stella McCartney,825.0,578.0,0 0 1
3172,Marsell,795.0,795.0,0 0 1
3173,Loewe,814.0,407.0,0 0 1
3174,VALENTINO,850.0,850.0,0 0 1
3175,Philipp Plein,820.0,820.0,0 0 1
3176,Maison Margiela,855.0,513.0,0 0 1
3177,Mr & Mrs Italy,830.0,415.0,0 0 1
3178,Fendi,890.0,890.0,0 0 1
3179,Jil Sander,835.0,501.0,0 0 1
3180,Lafayette 148 New York,798.0,798.0,0 0 1
3181,Fear of God,895.0,895.0,0 0 1
3182,Gianvito Rossi,945.0,378.0,0 0 1
3183,VALENTINO,795.0,,0 0 1
3184,Versace,1072.0,1072.0,0 0 1
3185,Stouls,1205.0,,0 0 1
3186,Moschino,1150.0,1150.0,0 0 1
3187,Prada,1230.0,1230.0,0 0 1
3188,Giambattista Valli,1203.0,662.0,0 0 1
3189,Stuart Weitzman,951.0,870.0,0 0 1
3190,Matthew Adams Dolan,1088.0,979.0,0 0 1
3191,Off-White,1235.0,494.0,0 0 1
3192,Movado,995.0,,0 0 1
3193,SACAI,1020.0,,0 0 1
3194,Alexander Wang,995.0,,0 0 1
3195,Prada,990.0,990.0,0 0 1
3196,Sies Marjan,1217.0,487.0,0 0 1
3197,Acler,1043.0,1043.0,0 0 1
3198,Samsonite,1140.0,569.97,0 0 1
3199,Versace,1195.0,717.0,0 0 1
3200,Emilio Pucci,990.0,990.0,0 0 1
3201,Kiko Kostadinov,1050.0,1050.0,0 0 1
3202,MSGM,1100.0,,0 0 1
3203,Prada,1060.0,1060.0,0 0 1
3204,ami,965.0,,0 0 1
3205,Ralph Lauren Home,995.0,,0 0 1
3206,Gucci,1100.0,1100.0,0 0 1
3207,Etro,1055.0,1055.0,0 0 1
3208,MONSE,1090.0,1090.0,0 0 1
3209,Junya Watanabe,1205.0,1205.0,0 0 1
3210,M Missoni,1052.0,1052.0,0 0 1
3211,Royal Crown Derby,994.0,,0 0 1
3212,Dolce & Gabbana,1029.0,1029.0,0 0 1
3213,Givenchy,1112.5,1104.0,0 0 1
3214,Emilio Pucci,1125.0,1125.0,0 0 1
3215,Alexander McQueen,1175.0,705.0,0 0 1
3216,Manolo Blahnik,1045.0,,0 0 1
3217,ISABEL MARANT,1170.0,1170.0,0 0 1
3218,RED Valentino,975.0,975.0,0 0 1
3219,VALENTINO,1100.0,1100.0,0 0 1
3220,Jil Sander,1090.0,654.0,0 0 1
3221,Stella McCartney,995.0,498.0,0 0 1
3222,Z Zegna,1095.0,1095.0,0 0 1
3223,Dolce & Gabbana,995.0,597.0,0 0 1
3224,Franz Collection,1016.0,,0 0 1
3225,Lalique,995.0,,0 0 1
3226,Amina Muaddi,967.0,967.0,0 0 1
3227,Bottega Veneta,1235.0,865.0,0 0 1
3228,Balmain,1195.0,1076.0,0 0 1
3229,Deitas,1052.0,526.0,0 0 1
3230,Gucci,1200.0,1200.0,0 0 1
3231,Rick Owens,1040.0,1040.0,0 0 1
3232,Alexander McQueen,1175.0,705.0,0 0 1
3233,Gucci,980.0,980.0,0 0 1
3234,Junya Watanabe,1095.0,548.0,0 0 1
3235,Gucci,980.0,980.0,0 0 1
3236,Creed,995.0,995.0,0 0 1
3237,Rick Owens,1170.0,1170.0,0 0 1
3238,Just Cavalli,1170.0,585.0,0 0 1
3239,MSGM,1140.0,570.0,0 0 1
3240,Sara Battaglia,1046.0,942.0,0 0 1
3241,kismet by milka,970.0,970.0,0 0 1
3242,Versace,995.0,995.0,0 0 1
3243,Petar Petrov,1170.0,468.0,0 0 1
3244,Rick Owens,1080.0,864.0,0 0 1
3245,Bottega Veneta,1150.0,1150.0,0 0 1
3246,Adam Lippes,990.0,594.0,0 0 1
3247,VALENTINO,975.0,683.0,0 0 1
3248,FAZ/ not fur,1100.0,,0 0 1
3249,Prada,1120.0,672.0,0 0 1
3250,Jacquemus,1013.0,710.0,0 0 1
3251,1017 ALYX 9SM,972.0,972.0,0 0 1
3252,Versace,954.0,477.0,0 0 1
3253,Rosantica,1049.0,787.0,0 0 1
3254,Mia & Beverly,960.0,,0 0 1
3255,MSGM,1100.0,,0 0 1
3256,Nourison,1199.0,,0 0 1
3257,Thom Browne,970.0,970.0,0 0 1
3258,Torrini,1131.0,791.7,0 0 1
3259,Sies Marjan,1175.0,1175.0,0 0 1
3260,Hermès Pre-Owned,1090.0,1090.0,0 0 1
3261,Saint Laurent,995.0,995.0,0 0 1
3262,VALENTINO,1045.0,1045.0,0 0 1
3263,Jimmy Choo,1025.0,513.0,0 0 1
3264,Undercover,1050.0,1050.0,0 0 1
3265,Chloé,1150.0,,0 0 1
3266,Prada,968.0,968.0,0 0 1
3267,Balenciaga,1090.0,1090.0,0 0 1
3268,Yohji Yamamoto,1100.0,1100.0,0 0 1
3269,Rick Owens,1000.0,700.0,0 0 1
3270,Forzieri,1188.0,,0 0 1
3271,Adam Lippes,1190.0,1012.0,0 0 1
3272,Tibi,995.0,821.0,0 0 1
3273,Fendi,1190.0,,0 0 1
3274,Saint Laurent,1190.0,1190.0,0 0 1
3275,ALANUI,1170.0,,0 0 1
3276,Palm Angels,1030.0,721.0,0 0 1
3277,Ann Demeulemeester,1219.0,1219.0,0 0 1
3278,Tom Ford,1190.0,,0 0 1
3279,Moose Knuckles,1139.0,1139.0,0 0 1
3280,Alexander McQueen,990.0,495.0,0 0 1
3281,Supreme,995.0,995.0,0 0 1
3282,Giuseppe Zanotti,995.0,995.0,0 0 1
3283,Burberry,1090.0,,0 0 1
3284,Yves Salomon - Meteo,1180.0,1180.0,0 0 1
3285,Tod's,1078.0,1078.0,0 0 1
3286,Marni,1090.0,545.0,0 0 1
3287,Dolce & Gabbana,1150.0,1150.0,0 0 1
3288,Saint Laurent,1190.0,1190.0,0 0 1
3289,Herno,1080.0,,0 0 1
3290,Givenchy,1120.0,,0 0 1
3291,Borgo de Nor,955.0,955.0,0 0 1
3292,Ermenegildo Zegna,1190.0,1190.0,0 0 1
3293,Miu Miu,1220.0,1220.0,0 0 1
3294,Roland Mouret,1120.0,,0 0 1
3295,Dolce & Gabbana,995.0,995.0,0 0 1
3296,Balenciaga,1190.0,595.0,0 0 1
3297,Bao Bao Issey Miyake,1117.0,1117.0,0 0 1
3298,AQUAZZURA,1157.0,1157.0,0 0 1
3299,Tibi,995.0,564.0,0 0 1
3300,Balenciaga,1090.0,1090.0,0 0 1
3301,Burberry,960.0,960.0,0 0 1
3302,Dolce & Gabbana,1075.0,1075.0,0 0 1
3303,Chloé,1233.0,493.0,0 0 1
3304,Chloé,975.0,,0 0 1
3305,Saint Laurent,990.0,990.0,0 0 1
3306,VALENTINO,995.0,995.0,0 0 1
3307,Fabiana Filippi,965.0,483.0,0 0 1
3308,Gucci,980.0,980.0,0 0 1
3309,Acne Studios,1000.0,1000.0,0 0 1
3310,Stella McCartney,1025.0,1025.0,0 0 1
3311,Saint Laurent,1095.0,,0 0 1
3312,Prada,960.0,768.0,0 0 1
3313,Jimmy Choo,1195.0,717.0,0 0 1
3314,Ulla Johnson,979.0,930.0,0 0 1
3315,Saint Laurent,990.0,990.0,0 0 1
3316,Fear of God,997.0,997.0,0 0 1
3317,Ellery,969.0,485.0,0 0 1
3318,ISABEL MARANT,1125.0,1125.0,0 0 1
3319,Versace,1025.0,1025.0,0 0 1
3320,Balenciaga,995.0,995.0,0 0 1
3321,John Hardy,1200.0,1200.0,0 0 1
3322,Bric's,995.0,,0 0 1
3323,MICHELE,1095.0,,0 0 1
3324,Gucci,1100.0,,0 0 1
3325,Alexis,1027.0,924.0,0 0 1
3326,Rickie Freeman for Teri Jon,1060.0,,0 0 1
3327,Sergio Rossi,975.0,975.0,0 0 1
3328,The Row,995.0,398.0,0 0 1
3329,Yvonne Leon,1055.0,1055.0,0 0 1
3330,Maison Margiela,1075.0,1075.0,0 0 1
3331,Jimmy Choo,995.0,995.0,0 0 1
3332,Stella McCartney,1165.0,1165.0,0 0 1
3333,Gucci,1100.0,1100.0,0 0 1
3334,OAMC,954.0,668.0,0 0 1
3335,Etro,1020.0,510.0,0 0 1
3336,Gianvito Rossi,1195.0,,0 0 1
3337,Gucci,1150.0,1150.0,0 0 1
3338,Off-White,1060.0,1060.0,0 0 1
3339,BAPE,1000.0,,0 0 1
3340,MICHELE,995.0,,0 0 1
3341,Gucci,995.0,995.0,0 0 1
3342,Cecilie Bahnsen,995.0,995.0,0 0 1
3343,VALENTINO,975.0,975.0,0 0 1
3344,Jil Sander,964.0,964.0,0 0 1
3345,Saint Laurent,995.0,597.0,0 0 1
3346,Versace,959.0,480.0,0 0 1
3347,Noor Fares,1196.0,1196.0,0 0 1
3348,Gucci,1200.0,1200.0,0 0 1
3349,Roland Mouret,1095.0,274.0,0 0 1
3350,Toteme,1050.0,1050.0,0 0 1
3351,Saint Laurent,1045.0,836.0,0 0 1
3352,Missoni,980.0,588.0,0 0 1
3353,Gucci,1200.0,1200.0,0 0 1
3354,Miu Miu,970.0,970.0,0 0 1
3355,Vuarnet,1160.0,1160.0,0 0 1
3356,Adam Lippes,1190.0,714.0,0 0 1
3357,The Row,1042.71,,0 0 1
3358,Bloomingdale's,1200.0,540.0,0 0 1
3359,Zoe Lev,995.0,,0 0 1
3360,Barrie,1244.0,1244.0,0 0 1
3361,Mulberry,1075.0,1075.0,0 0 1
3362,rag & bone,1071.0,964.0,0 0 1
3363,Roland Mouret,1120.0,1064.0,0 0 1
3364,Camiel Fortgens,1050.0,1050.0,0 0 1
3365,Balenciaga,1190.0,714.0,0 0 1
3366,Saint Laurent,995.0,995.0,0 0 1
3367,Dsquared2,1170.0,585.0,0 0 1
3368,Fendi,990.0,990.0,0 0 1
3369,MSGM,1235.0,988.0,0 0 1
3370,Haider Ackermann,1100.0,550.0,0 0 1
3371,VALENTINO,1045.0,626.98,0 0 1
3372,Thom Browne,990.0,990.0,0 0 1
3373,Manolo Blahnik,985.0,,0 0 1
3374,Loloi,1212.0,909.0,0 0 1
3375,Brunello Cucinelli,995.0,995.0,0 0 1
3376,Fendi,990.0,990.0,0 0 1
3377,Moschino,1102.0,1102.0,0 0 1
3378,Maison Margiela,990.0,792.0,0 0 1
3379,Ralph Lauren Purple Label,995.0,,0 0 1
3380,Ralph Lauren Purple Label,995.0,995.0,0 0 1
3381,Lanvin,1165.0,1165.0,0 0 1
3382,Michelle Mason,989.0,989.0,0 0 1
3383,Balmain,1350.0,810.0,0 0 1
3384,EF COLLECTION,1695.0,1695.0,0 0 1
3385,Sparrow & Wren,1335.0,1001.25,0 0 1
3386,Gucci,1590.0,1590.0,0 0 1
3387,Sies Marjan,1695.0,,0 0 1
3388,Prada,1490.0,,0 0 1
3389,Saint Laurent,1350.0,,0 0 1
3390,Philipp Plein,1260.0,1260.0,0 0 1
3391,Maison Margiela,1365.0,683.0,0 0 1
3392,Maison Rabih Kayrouz,1500.0,750.0,0 0 1
3393,DASH & ALBERT,1440.0,1440.0,0 0 1
3394,Alberta Ferretti,1615.0,969.0,0 0 1
3395,Christian Louboutin,1290.0,,0 0 1
3396,Fear of God,1643.0,1643.0,0 0 1
3397,Boglioli,1325.0,1325.0,0 0 1
3398,Loewe,1550.0,1550.0,0 0 1
3399,Burberry,1650.0,1650.0,0 0 1
3400,Tom Ford,1690.0,1690.0,0 0 1
3401,Gucci,1500.0,1500.0,0 0 1
3402,Gucci,1600.0,1600.0,0 0 1
3403,Marni,1350.0,405.0,0 0 1
3404,Burberry,1390.0,1390.0,0 0 1
3405,Fendi,1425.0,1425.0,0 0 1
3406,Meira T,1325.0,,0 0 1
3407,Fendi,1490.0,1490.0,0 0 1
3408,Versace,1385.0,,0 0 1
3409,Roland Mouret,1301.0,1301.0,0 0 1
3410,Woolrich,1301.0,1171.0,0 0 1
3411,Fabiana Filippi,1305.0,1305.0,0 0 1
3412,Jil Sander,1290.0,903.0,0 0 1
3413,Saint Laurent,1750.0,1750.0,0 0 1
3414,Aurelie Bidermann,1595.0,1595.0,0 0 1
3415,Stella McCartney,1495.0,1495.0,0 0 1
3416,Stella McCartney,1295.0,777.0,0 0 1
3417,Visvim,1473.0,1399.0,0 0 1
3418,VALENTINO,1595.0,1595.0,0 0 1
3419,Burberry,1750.0,1400.0,0 0 1
3420,ALTUZARRA,1695.0,1695.0,0 0 1
3421,F.R.S For Restless Sleepers,1326.0,1061.0,0 0 1
3422,Rick Owens,1490.0,446.0,0 0 1
3423,Off-White,1269.0,1001.0,0 0 1
3424,Miu Miu,1500.0,1500.0,0 0 1
3425,Dolce & Gabbana,1245.0,1245.0,0 0 1
3426,Edie Parker,1595.0,638.0,0 0 1
3427,Mulberry,1275.0,1275.0,0 0 1
3428,Gucci,1690.0,1690.0,0 0 1
3429,Marni,1350.0,675.0,0 0 1
3430,Kenneth Mink,1729.0,1296.75,0 0 1
3431,Fendi,1290.0,,0 0 1
3432,Undercover,1560.0,1248.0,0 0 1
3433,Sparrow & Wren,1315.0,986.25,0 0 1
3434,Sydney Evan,1585.0,,0 0 1
3435,Delpozo,1365.0,1024.0,0 0 1
3436,Moncler,1375.0,,0 0 1
3437,Figue,1695.0,,0 0 1
3438,Prada,1770.0,1770.0,0 0 1
3439,Ulla Johnson,1254.0,1254.0,0 0 1
3440,Dolce & Gabbana,1395.0,558.0,0 0 1
3441,Lotus Arts de Vivre,1260.0,,0 0 1
3442,Gucci,1300.0,1300.0,0 0 1
3443,Talbot Runhof,1495.0,1196.0,0 0 1
3444,Thom Browne,1450.0,1450.0,0 0 1
3445,Missoni,1685.0,1011.0,0 0 1
3446,Alberta Ferretti,1586.0,793.0,0 0 1
3447,Givenchy,1750.0,1575.0,0 0 1
3448,Givenchy,1490.0,447.0,0 0 1
3449,Loewe,1350.0,1350.0,0 0 1
3450,alexanderwang,1495.0,448.0,0 0 1
3451,Elisabetta Franchi,1485.0,1485.0,0 0 1
3452,Sethi Couture,1650.0,1650.0,0 0 1
3453,Ippolita,1395.0,,0 0 1
3454,Christian Siriano,1750.0,1488.0,0 0 1
3455,Fendi,1690.0,1690.0,0 0 1
3456,EBEL,1600.0,,0 0 1
3457,Balmain,1750.0,1750.0,0 0 1
3458,Shrimps,1510.0,1435.0,0 0 1
3459,Gucci,1600.0,1600.0,0 0 1
3460,Balmain,1295.0,,0 0 1
3461,Talbot Runhof,1595.0,1117.0,0 0 1
3462,Marques Almeida,1677.0,1341.0,0 0 1
3463,SACAI,1415.0,849.0,0 0 1
3464,Bottega Veneta,1580.0,1580.0,0 0 1
3465,RACHEL GILBERT,1387.0,1387.0,0 0 1
3466,Etro,1600.0,800.0,0 0 1
3467,Lagos,1250.0,1250.0,0 0 1
3468,Jimmy Choo,1250.0,1000.0,0 0 1
3469,Brunello Cucinelli,1295.0,1295.0,0 0 1
3470,RADO,1750.0,1750.0,0 0 1
3471,Louis Vuitton,1299.0,,0 0 1
3472,Fausto Puglisi,1309.0,1178.0,0 0 1
3473,Dsquared2,1485.0,1485.0,0 0 1
3474,Kc Designs,1670.0,,0 0 1
3475,Emilio Pucci,1265.0,759.0,0 0 1
3476,Rick Owens,1440.0,864.0,0 0 1
3477,David Koma,1728.0,1037.0,0 0 1
3478,Talbot Runhof,1395.0,698.0,0 0 1
3479,Maison Margiela,1569.0,1569.0,0 0 1
3480,ISABEL MARANT,1395.0,934.65,0 0 1
3481,ALTUZARRA,1295.0,1036.0,0 0 1
3482,Rickie Freeman for Teri Jon,1295.0,,0 0 1
3483,The Vampire's Wife,1513.0,1059.0,0 0 1
3484,Bony Levy,1595.0,1595.0,0 0 1
3485,Prada,1270.0,1270.0,0 0 1
3486,Gucci,1550.0,1550.0,0 0 1
3487,Prada,1495.0,,0 0 1
3488,Safavieh,1750.0,,0 0 1
3489,Dolce & Gabbana,1291.0,1033.0,0 0 1
3490,Prada,1420.0,1420.0,0 0 1
3491,ALTUZARRA,1695.0,1695.0,0 0 1
3492,Bottega Veneta,1470.0,1029.0,0 0 1
3493,Loewe,1350.0,1350.0,0 0 1
3494,Christian Louboutin,1495.0,1495.0,0 0 1
3495,Off-White,1745.0,1047.0,0 0 1
3496,St. John,1595.0,1595.0,0 0 1
3497,Bloomingdale's,1300.0,585.0,0 0 1
3498,Givenchy,1430.0,995.98,0 0 1
3499,Saint Laurent,1468.0,1174.4,0 0 1
3500,Zimmermann,1350.0,945.0,0 0 1
3501,Dolce & Gabbana,1495.0,1495.0,0 0 1
3502,Bally,1695.0,848.0,0 0 1
3503,Off-White,1440.0,,0 0 1
3504,Gucci,1700.0,,0 0 1
3505,Missoni,1595.0,1595.0,0 0 1
3506,Manolo Blahnik,1466.0,1466.0,0 0 1
3507,Bottega Veneta,1750.0,1750.0,0 0 1
3508,Brunello Cucinelli,1545.0,1545.0,0 0 1
3509,Giorgio Brato,1330.0,1330.0,0 0 1
3510,Loewe,1400.0,700.0,0 0 1
3511,Dolce & Gabbana,1745.0,1745.0,0 0 1
3512,Nike,1620.0,1620.0,0 0 1
3513,Bloomingdale's,1550.0,697.5,0 0 1
3514,Burberry,1501.0,1501.0,0 0 1
3515,Herno,1495.0,897.0,0 0 1
3516,Fendi,1490.0,1490.0,0 0 1
3517,Gucci,1500.0,1500.0,0 0 1
3518,Givenchy,1590.0,1590.0,0 0 1
3519,Temple St. Clair,1650.0,1650.0,0 0 1
3520,Off-White,1310.0,1310.0,0 0 1
3521,Proenza Schouler,1750.0,875.0,0 0 1
3522,Officine Generale,1275.0,,0 0 1
3523,Brunello Cucinelli,1295.0,634.0,0 0 1
3524,Mastermind Japan,1512.0,1512.0,0 0 1
3525,Pierre Hardy,1295.0,1283.0,0 0 1
3526,Prada,1650.0,1650.0,0 0 1
3527,Ann Demeulemeester,1491.0,1342.0,0 0 1
3528,DASH & ALBERT,1499.0,1499.0,0 0 1
3529,Miu Miu,1550.0,,0 0 1
3530,Ring Jacket,1695.0,1695.0,0 0 1
3531,Balmain,1350.0,810.0,0 0 1
3532,Balmain,1297.0,1232.0,0 0 1
3533,Prada,1620.0,1620.0,0 0 1
3534,Herno,1566.0,1253.0,0 0 1
3535,David Koma,1295.0,,0 0 1
3536,David Yurman,1350.0,1350.0,0 0 1
3537,Chloé,1505.0,1354.0,0 0 1
3538,LANA,1550.0,,0 0 1
3539,Etro,1495.0,,0 0 1
3540,Gucci,1500.0,1500.0,0 0 1
3541,Bao Bao Issey Miyake,1560.0,,0 0 1
3542,Lagos,1300.0,1300.0,0 0 1
3543,Asics,1750.0,,0 0 1
3544,Armenta,1290.0,,0 0 1
3545,Marni,1550.0,,0 0 1
3546,Thom Browne,1590.0,1590.0,0 0 1
3547,Herno,1285.0,771.0,0 0 1
3548,VALENTINO,1290.0,774.0,0 0 1
3549,Roger Vivier,1695.0,,0 0 1
3550,Chloé,1321.0,,0 0 1
3551,Belstaff,1273.0,1146.0,0 0 1
3552,Miu Miu,1250.0,1250.0,0 0 1
3553,Rick Owens,1430.0,1430.0,0 0 1
3554,Gucci,1250.0,1250.0,0 0 1
3555,Saint Laurent,1695.0,1695.0,0 0 1
3556,Moschino,1250.0,750.0,0 0 1
3557,Fendi,1290.0,1290.0,0 0 1
3558,Roberto Cavalli,1417.0,1134.0,0 0 1
3559,Loro Piana,1700.0,,0 0 1
3560,The Row,1754.0,1544.0,0 0 1
3561,Tre by Natalie Ratabesi,1595.0,,0 0 1
3562,Lela Rose,1690.0,,0 0 1
3563,Salvatore Ferragamo,1579.0,1579.0,0 0 1
3564,Stella McCartney,1625.0,650.0,0 0 1
3565,Gucci,1290.0,1290.0,0 0 1
3566,Chloé,1250.0,,0 0 1
3567,Burberry,1490.0,1043.0,0 0 1
3568,the VOLON,1539.0,1463.0,0 0 1
3569,Mackintosh,1275.0,893.0,0 0 1
3570,Wooyoungmi,1400.0,1400.0,0 0 1
3571,Nike,1500.0,,0 0 1
3572,Etro,1490.0,745.0,0 0 1
3573,Lela Rose,1690.0,1690.0,0 0 1
3574,Louis Vuitton,1285.0,,0 0 1
3575,Marco Bicego,1290.0,,0 0 1
3576,Miu Miu,1355.0,542.0,0 0 1
3577,Off-White,1350.0,1350.0,0 0 1
3578,Roberto Demeglio,1280.0,,0 0 1
3579,Bell & Ross,1760.0,,0 0 1
3580,Brunello Cucinelli,1295.0,,0 0 1
3581,Johanna Ortiz,1650.0,1650.0,0 0 1
3582,Attico,2479.0,1240.0,0 0 1
3583,Gucci,1950.0,1950.0,0 0 1
3584,Stella McCartney,1875.0,938.0,0 0 1
3585,VALENTINO,2890.0,1156.0,0 0 1
3586,Brunello Cucinelli,1895.0,,0 0 1
3587,Prada,2350.0,2350.0,0 0 1
3588,Dsquared2,2394.0,1556.0,0 0 1
3589,Perrin Paris,1800.0,1260.0,0 0 1
3590,Maison Margiela,1790.0,1307.0,0 0 1
3591,Prada,2350.0,2350.0,0 0 1
3592,ALANUI,2011.0,1408.0,0 0 1
3593,Aspesi,2258.0,1355.0,0 0 1
3594,Bloomingdale's,1885.0,848.25,0 0 1
3595,Dsquared2,1985.0,993.0,0 0 1
3596,BLISS Monique Lhuillier,2900.0,2900.0,0 0 1
3597,Etro,2330.0,1165.0,0 0 1
3598,Gucci,2700.0,2700.0,0 0 1
3599,Tom Ford,2450.0,1715.0,0 0 1
3600,Chanel Pre-Owned,2758.0,2758.0,0 0 1
3601,Givenchy,2790.0,2790.0,0 0 1
3602,Jamie Wolf,2100.0,,0 0 1
3603,Alexander McQueen,2240.0,,0 0 1
3604,Bloomingdale's,2279.0,683.7,0 0 1
3605,Chloé,1850.0,,0 0 1
3606,Forzieri,2140.0,,0 0 1
3607,Alberta Ferretti,2400.0,1560.0,0 0 1
3608,Huppe,2270.0,1702.5,0 0 1
3609,Dolce & Gabbana,2195.0,768.0,0 0 1
3610,Fendi,1890.0,1701.0,0 0 1
3611,Emilio Pucci,1840.0,1104.0,0 0 1
3612,Kelly Wearstler,2520.0,,0 0 1
3613,Chloé,2602.0,1561.0,0 0 1
3614,Gucci,1850.0,1850.0,0 0 1
3615,Burberry,2450.0,2450.0,0 0 1
3616,Burberry,1990.0,1990.0,0 0 1
3617,The Row,1990.0,,0 0 1
3618,Bloomingdale's,2600.0,1170.0,0 0 1
3619,Lg,1979.0,,0 0 1
3620,Marni,2390.0,1673.0,0 0 1
3621,Haider Ackermann,1945.0,1945.0,0 0 1
3622,MSGM,2116.0,635.0,0 0 1
3623,VALENTINO,2875.0,2875.0,0 0 1
3624,Victoria Beckham,2056.0,1234.0,0 0 1
3625,Adam Lippes,2490.0,1494.0,0 0 1
3626,Khaite,1900.0,760.0,0 0 1
3627,Gucci,1848.0,1570.8,0 0 1
3628,Versace,2775.0,,0 0 1
3629,Gucci,1800.0,1800.0,0 0 1
